id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33
1_137,0.789216,0.447205,4.012403,5.674395,0.48625799999999997,32.789184999999996,0.447205,0.692308,12.461538000000001,2.496151,0.111801,0.124224,0.037267,0.043477999999999996,0.08074500000000001,0.0,3.645962733,1.195122,9.470588000000001,6.44,1.470588,0.12,0.17647100000000002,0.08,0.117647,3.32,4.882353,4.882353,0.235294,3.831325,4.048193,2.75,7.157895
1_139,0.734884,0.462025,4.106571,5.807568,0.492436,34.394434999999994,0.462025,0.740741,14.814815,2.7216549999999997,0.126582,0.139241,0.018987,0.018987,0.037975,0.004651,3.82278481,1.254545,8.777778,5.448276,1.611111,0.241379,0.388889,0.0,0.0,2.827586,6.888889,4.555556,0.555556,4.064516,4.365854,5.2,7.561644
1_141,0.787234,0.621622,5.347391,7.562353,0.536233,62.046141000000006,0.621622,0.8461540000000001,18.615385,3.0508509999999998,0.148649,0.148649,0.087838,0.047297000000000006,0.13513499999999998,0.0,4.195945946,1.4066670000000001,8.277778,5.321429,1.555556,0.035713999999999996,0.055555999999999994,0.035713999999999996,0.055555999999999994,1.9285709999999998,2.555556,3.0,0.722222,3.913043,4.351852,3.384615,6.271186
1_143,0.8684209999999999,0.681818,5.539117,7.833495,0.5650430000000001,76.2733,0.681818,0.9523809999999999,19.047619,3.086067,0.151515,0.19697,0.083333,0.022727,0.10606099999999999,0.006579000000000001,4.325757576,1.363636,12.0,6.947367999999999,1.727273,0.052632000000000005,0.090909,0.0,0.0,1.1052629999999999,1.727273,1.909091,1.272727,4.315789,5.0,4.5,10.25
1_15,0.647541,0.34177199999999996,2.148005,3.037737,0.534967,14.596839000000001,0.34177199999999996,0.5,2.0,1.0,0.050633,0.113924,0.050633,0.063291,0.113924,0.0,4.683544304,1.4125,4.9375,3.4347830000000004,1.4375,0.130435,0.1875,0.0,0.0,1.0434780000000001,7.125,1.5,0.0,5.263158,3.708333,0.0,5.465753
1_17,0.737374,0.5616439999999999,3.3931839999999998,4.798687,0.627054,34.487955,0.5616439999999999,0.833333,4.1666669999999995,1.443376,0.068493,0.287671,0.054795,0.027397,0.082192,0.030302999999999997,4.082191781000001,1.38961,4.933333,3.894737,1.266667,0.263158,0.333333,0.078947,0.1,2.105263,3.1333330000000004,2.666667,0.0,4.765957,4.25,0.0,4.435644
1_19,0.693333,0.6153850000000001,3.137858,4.437602,0.693375,35.691911,0.6153850000000001,0.875,6.125,1.75,0.134615,0.153846,0.05769199999999999,0.076923,0.134615,0.0,3.8461538460000004,1.0943399999999999,4.0,2.6,1.538462,0.05,0.076923,0.0,0.0,1.4,2.769231,2.1538459999999997,0.461538,4.027778,3.75,3.666667,4.536585
1_21,0.684211,0.730769,2.634826,3.726207,0.8330870000000001,39.87709,0.730769,0.75,2.25,1.06066,0.11538499999999999,0.076923,0.038462,0.076923,0.11538499999999999,0.0,3.538461538,1.0,2.888889,2.166667,1.333333,0.0,0.0,0.0,0.0,0.916667,1.888889,1.222222,0.333333,3.529412,4.0,3.333333,4.05
1_23,0.675676,0.8,2.828427,4.0,0.8643860000000001,58.022468,0.8,0.666667,1.333333,0.816497,0.08,0.2,0.0,0.08,0.08,0.0,4.32,1.12,2.777778,2.083333,1.333333,0.0,0.0,0.0,0.0,0.75,2.222222,1.0,0.0,4.65,4.6666669999999995,0.0,3.9375
1_25,0.8235290000000001,0.385714,2.281916,3.227117,0.568318,16.450096,0.385714,0.0,0.0,0.0,0.0,0.171429,0.085714,0.014286000000000002,0.1,0.0,3.714285714,1.323944,5.8333330000000005,5.384615,1.083333,0.0,0.0,0.0,0.0,4.153846,6.5833330000000005,4.5,2.25,4.126582,3.388889,3.407407,5.3333330000000005
1_27,0.85,0.282353,1.840716,2.603165,0.497309,11.52245,0.282353,0.0,0.0,0.0,0.0,0.17647100000000002,0.011765000000000001,0.0,0.011765000000000001,0.0,4.105882353,1.337209,6.538462,6.538462,1.0,0.0,0.0,0.0,0.0,5.076923000000001,7.692308000000001,5.076923000000001,2.769231,4.52,3.7727269999999997,3.5,5.389474
1_29,0.767857,0.7906979999999999,3.666314,5.184951,0.775831,76.393676,0.7906979999999999,1.0,7.0,1.870829,0.16279100000000002,0.348837,0.023256,0.046512,0.069767,0.0,4.046511628,1.25,4.777778,3.583333,1.333333,0.083333,0.11111099999999999,0.0,0.0,2.5,3.4444440000000003,3.333333,0.44444399999999995,4.2258059999999995,4.1,3.75,4.807691999999999
1_31,0.678161,0.559322,3.037896,4.296233999999999,0.656724,30.35603,0.559322,0.466667,3.266667,1.278019,0.118644,0.169492,0.0,0.016949000000000002,0.016949000000000002,0.0,3.762711864,1.254237,4.214286,3.105263,1.357143,0.157895,0.214286,0.0,0.0,2.5789470000000003,4.357143,3.5,1.642857,3.5245900000000003,4.489796,3.7391300000000003,5.054945
1_33,0.8452379999999999,0.591549,3.5245620000000004,4.984483,0.63995,38.38912,0.591549,0.75,4.5,1.5,0.084507,0.225352,0.028169,0.0,0.028169,0.0,3.873239437,1.225352,7.1,6.4545449999999995,1.1,0.0,0.0,0.090909,0.1,6.636364,6.8,7.3,2.7,3.911765,4.109589,3.666667,5.5
1_35,0.8660709999999999,0.47422700000000007,3.302608,4.670592,0.560833,28.345546000000002,0.47422700000000007,1.0,4.0,1.4142139999999999,0.041237,0.154639,0.0,0.010309,0.010309,0.0,3.855670103,1.340206,6.466667,6.466667,1.0,0.0,0.0,0.0,0.0,6.2,5.866667,6.2,3.1333330000000004,4.136364,4.043011,3.680851,5.388889
1_37,0.71028,0.539474,3.325539,4.703023,0.614553,32.237398999999996,0.539474,0.5882350000000001,5.882353,1.7149860000000001,0.131579,0.131579,0.026316000000000003,0.065789,0.09210499999999999,0.0,3.815789474,1.223684,4.222222,3.166667,1.333333,0.166667,0.22222199999999998,0.0,0.0,3.25,3.777778,4.3333330000000005,0.5,4.147059,3.807692,3.666667,5.8852459999999995
1_39,0.744898,0.493151,2.979381,4.213481,0.6050939999999999,26.206648,0.493151,0.470588,3.764706,1.371989,0.109589,0.109589,0.027397,0.054795,0.082192,0.0,3.287671233,1.148649,5.615385,3.842105,1.461538,0.10526300000000001,0.153846,0.0,0.0,7.0,3.8461540000000003,10.230769,1.7692310000000002,3.62,3.240602,3.5217389999999997,7.407407000000001
1_41,0.777778,0.557143,3.296102,4.661392,0.631726,33.103596,0.557143,0.6,1.8,0.9486829999999999,0.042857,0.3,0.0,0.07142899999999999,0.07142899999999999,0.0,3.314285714,1.2,4.375,3.888889,1.125,0.055555999999999994,0.0625,0.0,0.0,1.166667,6.1875,1.3125,2.125,3.4747470000000003,3.7619050000000005,3.3529410000000004,4.947368
1_43,0.722689,0.47674399999999995,3.1262209999999997,4.421144,0.57772,26.857870000000002,0.47674399999999995,0.666667,5.3333330000000005,1.6329930000000001,0.09302300000000001,0.139535,0.0,0.05814,0.05814,0.0,3.38372093,1.1235959999999998,4.777778,3.307692,1.444444,0.076923,0.11111099999999999,0.0,0.0,2.076923,3.888889,3.0,1.111111,3.7,3.462963,3.8,5.222222
1_45,0.659259,0.43820200000000004,2.923174,4.133992,0.5602520000000001,23.468642000000003,0.43820200000000004,0.6,3.6,1.341641,0.067416,0.134831,0.022472,0.022472,0.044944,0.0,3.797752809,1.255319,4.684211,3.4230769999999997,1.3684209999999999,0.076923,0.10526300000000001,0.0,0.0,1.461538,6.157895,2.0,0.578947,3.8547010000000004,3.710526,3.363636,5.465753
1_47,0.698276,0.283951,1.8070509999999997,2.555556,0.502618,11.266183999999999,0.283951,0.3125,1.5625,0.883883,0.061728,0.09876499999999999,0.012346,0.012346,0.024691,0.0,3.5555555560000003,1.259259,5.4,3.681818,1.466667,0.0,0.0,0.0,0.0,1.454545,4.866667,2.1333330000000004,0.4,3.5890410000000004,3.84375,5.0,5.211538
1_49,0.614286,0.569767,3.736215,5.283805999999999,0.60545,38.84509,0.569767,0.555556,5.555556,1.666667,0.116279,0.16279100000000002,0.023256,0.034884,0.05814,0.0,3.988372093,1.2197799999999999,5.375,3.307692,1.625,0.0,0.0,0.09615399999999999,0.15625,2.230769,6.0625,3.625,0.625,3.9793809999999996,4.275862,4.1,6.223776
1_51,0.730263,0.47747700000000004,3.5571269999999995,5.030537000000001,0.54367,30.763403000000004,0.47747700000000004,0.3125,1.5625,0.883883,0.045045,0.225225,0.045045,0.036036,0.081081,0.0,4.243243243,1.413223,6.9375,5.842105,1.1875,0.21052600000000002,0.25,0.10526300000000001,0.125,2.7894740000000002,4.8125,3.3125,2.5,4.376623,4.528302,4.375,7.2285710000000005
1_53,0.779221,0.516667,4.002083,5.6598,0.5435409999999999,37.21287,0.516667,0.357143,1.785714,0.9449110000000001,0.041667,0.183333,0.108333,0.083333,0.191667,0.0,4.016666667,1.244094,8.0,7.058824,1.133333,0.17647100000000002,0.2,0.08823500000000001,0.1,1.705882,4.866667,1.9333330000000002,1.2,3.958904,4.275862,4.0,6.988764
1_55,0.838462,0.6,4.449719,6.292853,0.57631,49.574498999999996,0.59633,0.933333,13.066667,2.5560389999999997,0.12844,0.24770599999999998,0.009174,0.073394,0.082569,0.0,4.381818182,1.394495,7.266667,5.45,1.333333,0.0,0.0,0.0,0.0,1.75,2.8666669999999996,2.333333,1.666667,4.72093,4.114286,3.96,5.342857
1_57,0.792208,0.467213,3.649051,5.160538,0.528085,30.990278999999997,0.467213,0.818182,7.363636,1.9188060000000002,0.07377,0.188525,0.008197,0.032787000000000004,0.040984,0.0,4.114754098,1.427419,11.181818,4.92,2.272727,0.0,0.0,0.0,0.0,1.36,3.0,3.090909,0.181818,4.575758,4.735294000000001,3.5,6.5
