id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33
1_11,0.61,0.393443,2.172858,3.072885,0.587044,15.620669,0.393443,0.666667,2.666667,1.154701,0.06557400000000001,0.13114800000000001,0.016393,0.04918,0.06557400000000001,0.0,3.8688524589999997,0.9545450000000001,3.588235,2.772727,1.294118,0.181818,0.235294,0.0,0.0,1.090909,3.588235,1.411765,0.0,4.213115,3.625,0.0,5.803922
1_111,0.726368,0.513514,4.41741,6.247162,0.513576,40.598652,0.506849,0.6,7.2,1.8973669999999998,0.082192,0.164384,0.034247,0.10274000000000001,0.136986,0.014925,3.972972973,1.266234,8.111111,5.84,1.388889,0.0,0.0,0.04,0.055555999999999994,2.44,6.444444,3.388889,0.8888889999999999,4.413793,4.360656,4.0625,6.491525
1_113,0.6309520000000001,0.443396,3.227973,4.565044,0.539509,26.295582,0.443396,0.391304,3.5217389999999997,1.326978,0.084906,0.17924500000000002,0.066038,0.037736,0.103774,0.0,4.377358491,1.347458,5.888889,4.4166669999999995,1.333333,0.083333,0.11111099999999999,0.0,0.0,2.5,6.777778,3.333333,0.22222199999999998,4.598361,4.25,5.25,5.986395
1_115,0.668539,0.638655,4.926348,6.966908999999999,0.572747,60.344912,0.638655,0.7391300000000001,12.565217,2.506513,0.14285699999999998,0.22689099999999998,0.05042,0.05042,0.10084,0.0,4.084033613,1.286822,4.407407,3.71875,1.185185,0.0,0.0,0.03125,0.037037,2.03125,2.518519,2.407407,0.259259,4.323529,4.2307690000000004,3.142857,6.0
1_117,0.765957,0.648148,4.762897,6.735753,0.589791,60.050865,0.648148,1.0,16.0,2.828427,0.148148,0.12963,0.037037,0.064815,0.101852,0.007092,4.148148148,1.306306,10.9,5.190476,2.1,0.23809499999999997,0.5,0.0,0.0,2.904762,4.5,6.1,1.6,4.155556,4.852459,3.875,7.529412
1_119,0.731429,0.632812,5.0625,7.159456,0.560369,60.8856,0.632812,0.807692,16.961538,2.9121759999999997,0.16406199999999999,0.16406199999999999,0.015625,0.101562,0.11718800000000001,0.0,4.140625,1.210526,6.45,4.03125,1.6,0.0625,0.1,0.03125,0.05,1.34375,1.2,2.15,0.45,4.9583330000000005,4.674419,4.222222,6.0
1_121,0.75,0.533333,4.131182,5.8423739999999995,0.547723,39.696039,0.533333,0.857143,15.428571,2.77746,0.15,0.125,0.008333,0.033333,0.041667,0.0,4.208333333,1.3884299999999998,8.0,5.0,1.6,0.291667,0.466667,0.0,0.0,4.8333330000000005,12.0,7.733333,0.6,4.238889,4.017241,4.0,8.356322
1_123,0.703488,0.49586800000000003,3.8569459999999998,5.4545449999999995,0.53699,34.47858,0.49586800000000003,0.727273,11.636364,2.412091,0.132231,0.107438,0.016529,0.024793,0.041322000000000005,0.005814,3.611570248,1.155039,5.7619050000000005,4.84,1.190476,0.28,0.333333,0.0,0.0,3.12,4.47619,3.714286,0.666667,3.3723400000000003,3.602564,3.571429,6.8709679999999995
1_125,0.700637,0.545455,4.045199,5.720776,0.5632,39.900099,0.545455,0.611111,6.722222,1.833333,0.1,0.090909,0.054545,0.1,0.15454500000000002,0.0,3.854545455,1.3157889999999999,5.0,3.928571,1.272727,0.107143,0.136364,0.0,0.0,2.035714,3.181818,2.590909,0.136364,3.9,3.4210529999999997,3.333333,6.350877
1_127,0.701149,0.5,3.905125,5.5226809999999995,0.536944,35.173645,0.5,0.631579,7.578947,1.946657,0.098361,0.106557,0.081967,0.040984,0.122951,0.0,3.786885246,1.2248059999999998,6.2,4.428571,1.4,0.107143,0.15,0.0,0.0,2.5,4.55,3.5,0.0,4.263736,3.8285709999999997,0.0,6.484848
1_129,0.719388,0.546099,4.585283,6.48457,0.527759,44.997895,0.546099,0.766667,17.633333,2.969287,0.16312100000000002,0.12056700000000001,0.021277,0.056738,0.078014,0.0,4.092198582,1.378378,6.7619050000000005,5.259258999999999,1.285714,0.22222199999999998,0.28571399999999997,0.0,0.0,4.370369999999999,4.095238,5.619048,0.0,4.4069769999999995,4.2627120000000005,0.0,7.126436999999999
1_13,0.614458,0.568627,2.871428,4.060812,0.680253,28.976745,0.568627,0.714286,3.571429,1.336306,0.098039,0.156863,0.117647,0.058824,0.17647100000000002,0.0,3.823529412,1.258621,4.636364,3.9230769999999997,1.181818,0.076923,0.090909,0.0,0.0,2.384615,6.4545449999999995,2.818182,0.454545,3.887324,3.741935,4.0,5.915789
1_131,0.748503,0.544,4.300698000000001,6.082105,0.544479,42.190936,0.544,0.551724,8.827586,2.1009029999999997,0.128,0.152,0.032,0.064,0.096,0.0,3.616,1.242424,7.8125,5.952381,1.3125,0.14285699999999998,0.1875,0.07142899999999999,0.09375,4.2380949999999995,4.0,5.5625,1.25,3.890625,4.213483,3.15,8.017094
1_133,0.7630060000000001,0.5,4.062019,5.744562999999999,0.526097,36.5347,0.5,0.5862069999999999,9.965517,2.232209,0.128788,0.143939,0.045455,0.030302999999999997,0.075758,0.0,3.9242424239999996,1.318519,6.947367999999999,5.076923000000001,1.3684209999999999,0.0,0.0,0.0,0.0,1.384615,2.4210529999999997,1.894737,0.263158,4.695652,4.0833330000000005,4.2,6.493151
1_135,0.770588,0.28626,3.27639,4.633515,0.384818,21.499578,0.28626,0.313725,5.019608,1.584236,0.061069000000000005,0.068702,0.019084,0.022900999999999998,0.041985,0.0,4.236641221,1.33209,6.390244,5.24,1.2195120000000002,0.04,0.048780000000000004,0.0,0.0,0.66,3.0243900000000004,0.804878,0.0,4.782258000000001,4.393939,0.0,5.669421
